,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,is_house_ad,channel_code,day_served
5824,a100005897,2018-01-03,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,2.0
5825,a100005898,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5826,a100005898,2018-01-03,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,2.0
5827,a100005899,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5828,a100005899,2018-01-03,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,2.0
5829,a100005900,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5830,a100005900,2018-01-03,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,2.0
5831,a100005901,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5832,a100005901,2018-01-04,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,3.0
5833,a100005902,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5834,a100005902,2018-01-04,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,3.0
5835,a100005903,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5836,a100005903,2018-01-04,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,3.0
5837,a100005904,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5838,a100005904,2018-01-04,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,3.0
5839,a100005905,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5840,a100005905,2018-01-04,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,3.0
5841,a100005906,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5842,a100005906,2018-01-04,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,3.0
5843,a100005907,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5844,a100005907,2018-01-04,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,3.0
5845,a100005908,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5846,a100005908,2018-01-05,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,4.0
5847,a100005909,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5848,a100005909,2018-01-05,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,4.0
5849,a100005910,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5850,a100005910,2018-01-05,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,4.0
5851,a100005911,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5852,a100005911,2018-01-05,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,4.0
5853,a100005912,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5854,a100005912,2018-01-05,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,4.0
5855,a100005913,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5856,a100005913,2018-01-05,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,4.0
5857,a100005914,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5858,a100005914,2018-01-05,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,4.0
5859,a100005915,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5860,a100005915,2018-01-06,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,5.0
5861,a100005916,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5862,a100005916,2018-01-06,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,5.0
5863,a100005917,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5864,a100005917,2018-01-06,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,5.0
5865,a100005918,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5866,a100005918,2018-01-06,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,5.0
5867,a100005919,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5868,a100005919,2018-01-06,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,5.0
5869,a100005920,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5870,a100005920,2018-01-06,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,5.0
5871,a100005921,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5872,a100005921,2018-01-06,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,5.0
5873,a100005922,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5874,a100005922,2018-01-07,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,6.0
5875,a100005923,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5876,a100005923,2018-01-07,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,6.0
5877,a100005924,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5878,a100005924,2018-01-07,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,6.0
5879,a100005925,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5880,a100005925,2018-01-07,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,6.0
5881,a100005926,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5882,a100005926,2018-01-07,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,6.0
5883,a100005927,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5884,a100005927,2018-01-07,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,6.0
5885,a100005928,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5886,a100005928,2018-01-08,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
5887,a100005929,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5888,a100005929,2018-01-08,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,0.0
5889,a100005930,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5890,a100005930,2018-01-08,Push,personalization,False,English,English,55+ years,,,,True,False,5.0,0.0
5891,a100005931,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5892,a100005931,2018-01-08,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,0.0
5893,a100005932,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5894,a100005932,2018-01-08,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,0.0
5895,a100005933,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5896,a100005933,2018-01-08,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,0.0
5897,a100005934,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5898,a100005934,2018-01-08,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,0.0
5899,a100005935,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5900,a100005935,2018-01-09,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,1.0
5901,a100005936,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5902,a100005936,2018-01-09,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,1.0
5903,a100005937,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5904,a100005937,2018-01-09,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,1.0
5905,a100005938,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5906,a100005938,2018-01-09,Push,personalization,False,English,English,0-18 years,,,,True,False,5.0,1.0
5907,a100005939,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5908,a100005939,2018-01-09,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,1.0
5909,a100005940,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5910,a100005940,2018-01-09,Instagram,personalization,False,English,English,24-30 years,,,,True,False,2.0,1.0
5911,a100005941,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5912,a100005941,2018-01-09,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,1.0
5913,a100005942,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5914,a100005942,2018-01-10,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,2.0
5915,a100005943,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5916,a100005943,2018-01-10,House Ads,personalization,False,English,English,45-55 years,,,,True,True,1.0,2.0
5917,a100005944,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5918,a100005944,2018-01-10,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,2.0
5919,a100005945,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5920,a100005945,2018-01-10,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,2.0
5921,a100005946,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5922,a100005946,2018-01-10,Push,personalization,False,English,English,19-24 years,,,,True,False,5.0,2.0
5923,a100005947,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5924,a100005947,2018-01-10,Facebook,personalization,False,English,English,24-30 years,,,,True,False,3.0,2.0
5925,a100005948,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5926,a100005948,2018-01-10,Instagram,personalization,False,English,English,30-36 years,,,,True,False,2.0,2.0
5927,a100005949,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5928,a100005949,2018-01-11,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,3.0
5929,a100005950,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5930,a100005950,2018-01-11,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,3.0
5931,a100005951,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5932,a100005951,2018-01-11,House Ads,personalization,False,English,English,55+ years,,,,True,True,1.0,3.0
5933,a100005952,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5934,a100005952,2018-01-11,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,3.0
5935,a100005953,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5936,a100005953,2018-01-11,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,3.0
5937,a100005954,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5938,a100005954,2018-01-11,Push,personalization,False,English,English,24-30 years,,,,True,False,5.0,3.0
5939,a100005955,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5940,a100005955,2018-01-11,Facebook,personalization,False,English,English,30-36 years,,,,True,False,3.0,3.0
5941,a100005956,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5942,a100005956,2018-01-12,Instagram,personalization,False,English,English,36-45 years,,,,True,False,2.0,4.0
5943,a100005957,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5944,a100005957,2018-01-12,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,4.0
5945,a100005958,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5946,a100005958,2018-01-12,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,4.0
5947,a100005959,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5948,a100005959,2018-01-12,House Ads,personalization,False,English,English,0-18 years,,,,True,True,1.0,4.0
5949,a100005960,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5950,a100005960,2018-01-12,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,4.0
5951,a100005961,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5952,a100005961,2018-01-12,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,4.0
5953,a100005962,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5954,a100005962,2018-01-12,Push,personalization,False,English,English,30-36 years,,,,True,False,5.0,4.0
5955,a100005963,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5956,a100005963,2018-01-13,Facebook,personalization,False,English,English,36-45 years,,,,True,False,3.0,5.0
5957,a100005964,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5958,a100005964,2018-01-13,Instagram,personalization,False,English,English,45-55 years,,,,True,False,2.0,5.0
5959,a100005965,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5960,a100005965,2018-01-13,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,5.0
5961,a100005966,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5962,a100005966,2018-01-13,Facebook,personalization,False,English,English,0-18 years,,,,True,False,3.0,5.0
5963,a100005967,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5964,a100005967,2018-01-13,House Ads,personalization,False,English,English,19-24 years,,,,True,True,1.0,5.0
5965,a100005968,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5966,a100005968,2018-01-13,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,5.0
5967,a100005969,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5968,a100005969,2018-01-13,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,5.0
5969,a100005970,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5970,a100005970,2018-01-14,Push,personalization,False,English,English,36-45 years,,,,True,False,5.0,6.0
5971,a100005971,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5972,a100005971,2018-01-14,Facebook,personalization,False,English,English,45-55 years,,,,True,False,3.0,6.0
5973,a100005972,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5974,a100005972,2018-01-14,Instagram,personalization,False,English,English,55+ years,,,,True,False,2.0,6.0
5975,a100005973,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5976,a100005973,2018-01-14,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,6.0
5977,a100005974,2018-01-15,Email,control,False,English,English,0-18 years,,,,True,False,4.0,0.0
5978,a100005974,2018-01-14,Facebook,personalization,False,English,English,19-24 years,,,,True,False,3.0,6.0
5979,a100005975,2018-01-15,Email,control,False,English,English,19-24 years,,,,True,False,4.0,0.0
5980,a100005975,2018-01-14,House Ads,personalization,False,English,English,24-30 years,,,,True,True,1.0,6.0
5981,a100005976,2018-01-15,Email,control,False,English,English,24-30 years,,,,True,False,4.0,0.0
5982,a100005976,2018-01-14,House Ads,personalization,False,English,English,30-36 years,,,,True,True,1.0,6.0
5983,a100005977,2018-01-15,Email,control,False,English,English,30-36 years,,,,True,False,4.0,0.0
5984,a100005977,2018-01-15,House Ads,personalization,False,English,English,36-45 years,,,,True,True,1.0,0.0
5985,a100005978,2018-01-15,Email,control,False,English,English,36-45 years,,,,True,False,4.0,0.0
5986,a100005978,2018-01-15,Push,personalization,False,English,English,45-55 years,,,,True,False,5.0,0.0
5987,a100005979,2018-01-15,Email,control,False,English,English,45-55 years,,,,True,False,4.0,0.0
5988,a100005979,2018-01-15,Facebook,personalization,False,English,English,55+ years,,,,True,False,3.0,0.0
5989,a100005980,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5990,a100005980,2018-01-15,Instagram,personalization,False,English,English,0-18 years,,,,True,False,2.0,0.0
5991,a100005981,2018-01-15,Email,control,False,English,English,55+ years,,,,True,False,4.0,0.0
5992,a100005981,2018-01-15,Instagram,personalization,False,English,English,19-24 years,,,,True,False,2.0,0.0
5993,a100003767,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
5994,a100003768,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
5995,a100003769,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
5996,a100003770,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
5997,a100003771,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
5998,a100003772,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
5999,a100003773,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6000,a100003774,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6001,a100003775,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6002,a100003776,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6003,a100003777,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6004,a100003778,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6005,a100003779,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6006,a100003780,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6007,a100003781,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6008,a100003782,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6009,a100003783,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6010,a100003784,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6011,a100003785,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6012,a100003786,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6013,a100003787,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6014,a100003788,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6015,a100003789,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6016,a100003790,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6017,a100003791,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6018,a100003792,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6019,a100003793,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6020,a100003794,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6021,a100003795,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6022,a100003796,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6023,a100003797,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6024,a100003798,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6025,a100003799,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6026,a100003800,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6027,a100003801,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6028,a100003802,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6029,a100003803,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6030,a100003804,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6031,a100003805,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6032,a100003806,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6033,a100003807,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6034,a100003808,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6035,a100003809,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6036,a100003810,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6037,a100003811,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6038,a100003812,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6039,a100003813,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6040,a100003814,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6041,a100003815,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6042,a100003816,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6043,a100003817,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6044,a100003818,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6045,a100003819,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6046,a100003820,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6047,a100003821,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6048,a100003822,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6049,a100003823,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6050,a100003824,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6051,a100003825,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6052,a100003826,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6053,a100003827,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6054,a100003828,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6055,a100003829,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6056,a100003830,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6057,a100003831,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6058,a100003832,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6059,a100003833,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6060,a100003834,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6061,a100003835,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6062,a100003836,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6063,a100003837,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6064,a100003838,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6065,a100003839,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6066,a100003840,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6067,a100003841,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6068,a100003842,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6069,a100003843,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6070,a100003844,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6071,a100003845,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6072,a100003846,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6073,a100003847,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6074,a100003848,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6075,a100003849,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6076,a100003850,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6077,a100003851,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6078,a100003852,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6079,a100003853,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6080,a100003854,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6081,a100003855,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6082,a100003856,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6083,a100003857,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6084,a100003858,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6085,a100003859,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6086,a100003860,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6087,a100003861,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6088,a100003862,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6089,a100003863,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6090,a100003864,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6091,a100003865,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6092,a100003866,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6093,a100003867,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6094,a100003868,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6095,a100003869,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6096,a100003870,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6097,a100003871,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6098,a100003872,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6099,a100003873,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6100,a100003874,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6101,a100003875,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
6102,a100003876,2018-01-15,Email,personalization,False,English,English,30-36 years,,,,True,False,4.0,0.0
6103,a100003877,2018-01-15,Email,personalization,False,English,English,36-45 years,,,,True,False,4.0,0.0
6104,a100003878,2018-01-15,Email,personalization,False,English,English,45-55 years,,,,True,False,4.0,0.0
6105,a100003879,2018-01-15,Email,personalization,False,English,English,55+ years,,,,True,False,4.0,0.0
6106,a100003880,2018-01-15,Email,personalization,False,English,English,0-18 years,,,,True,False,4.0,0.0
6107,a100003881,2018-01-15,Email,personalization,False,English,English,19-24 years,,,,True,False,4.0,0.0
6108,a100003882,2018-01-15,Email,personalization,False,English,English,24-30 years,,,,True,False,4.0,0.0
